hotelIndex,userIndex,rating,newID,Reviewer Name,Nationality,Group Name,Hotel ID
396,5920,14.415108,QUỐC_Việt Nam_Gia đình có trẻ em,QUỐC,Việt Nam,Gia đình có trẻ em,9_17
427,5920,14.282214,QUỐC_Việt Nam_Gia đình có trẻ em,QUỐC,Việt Nam,Gia đình có trẻ em,18_30
384,5920,13.342681,QUỐC_Việt Nam_Gia đình có trẻ em,QUỐC,Việt Nam,Gia đình có trẻ em,33_28
386,5920,13.196166,QUỐC_Việt Nam_Gia đình có trẻ em,QUỐC,Việt Nam,Gia đình có trẻ em,34_29
396,7230,11.656514,Frances_Vương quốc Anh_Cặp đôi,Frances,Vương quốc Anh,Cặp đôi,9_17
438,7230,9.926686,Frances_Vương quốc Anh_Cặp đôi,Frances,Vương quốc Anh,Cặp đôi,28_27
382,7230,9.926686,Frances_Vương quốc Anh_Cặp đôi,Frances,Vương quốc Anh,Cặp đôi,26_22
365,7230,9.926686,Frances_Vương quốc Anh_Cặp đôi,Frances,Vương quốc Anh,Cặp đôi,10_30
436,7230,9.814253,Frances_Vương quốc Anh_Cặp đôi,Frances,Vương quốc Anh,Cặp đôi,26_4
396,8326,16.575739,Sofya_Nga_Gia đình có em bé,Sofya,Nga,Gia đình có em bé,9_17
438,8326,14.10999,Sofya_Nga_Gia đình có em bé,Sofya,Nga,Gia đình có em bé,28_27
382,8326,14.10999,Sofya_Nga_Gia đình có em bé,Sofya,Nga,Gia đình có em bé,26_22
365,8326,14.10999,Sofya_Nga_Gia đình có em bé,Sofya,Nga,Gia đình có em bé,10_30
436,8326,14.046419,Sofya_Nga_Gia đình có em bé,Sofya,Nga,Gia đình có em bé,26_4
436,8895,14.453745,hương_Việt Nam_Cặp đôi,hương,Việt Nam,Cặp đôi,26_4
434,8895,14.453745,hương_Việt Nam_Cặp đôi,hương,Việt Nam,Cặp đôi,25_26
396,8895,14.028275,hương_Việt Nam_Cặp đôi,hương,Việt Nam,Cặp đôi,9_17
408,8895,13.581425,hương_Việt Nam_Cặp đôi,hương,Việt Nam,Cặp đôi,13_23
438,8895,12.846793,hương_Việt Nam_Cặp đôi,hương,Việt Nam,Cặp đôi,28_27
436,9286,15.400425,준희_Hàn Quốc_Du lịch một mình,준희,Hàn Quốc,Du lịch một mình,26_4
434,9286,15.400425,준희_Hàn Quốc_Du lịch một mình,준희,Hàn Quốc,Du lịch một mình,25_26
396,9286,15.233518,준희_Hàn Quốc_Du lịch một mình,준희,Hàn Quốc,Du lịch một mình,9_17
335,9286,13.842523,준희_Hàn Quốc_Du lịch một mình,준희,Hàn Quốc,Du lịch một mình,7_9
323,9286,13.842523,준희_Hàn Quốc_Du lịch một mình,준희,Hàn Quốc,Du lịch một mình,12_13
396,9498,16.612247,Aram_Hoa Kỳ_Cặp đôi,Aram,Hoa Kỳ,Cặp đôi,9_17
438,9498,13.865748,Aram_Hoa Kỳ_Cặp đôi,Aram,Hoa Kỳ,Cặp đôi,28_27
382,9498,13.865748,Aram_Hoa Kỳ_Cặp đôi,Aram,Hoa Kỳ,Cặp đôi,26_22
365,9498,13.865748,Aram_Hoa Kỳ_Cặp đôi,Aram,Hoa Kỳ,Cặp đôi,10_30
436,9498,13.522436,Aram_Hoa Kỳ_Cặp đôi,Aram,Hoa Kỳ,Cặp đôi,26_4
335,9647,13.283751,CHIA_Việt Nam_Du lịch một mình,CHIA,Việt Nam,Du lịch một mình,7_9
323,9647,13.283751,CHIA_Việt Nam_Du lịch một mình,CHIA,Việt Nam,Du lịch một mình,12_13
396,9647,12.954457,CHIA_Việt Nam_Du lịch một mình,CHIA,Việt Nam,Du lịch một mình,9_17
436,9647,12.033803,CHIA_Việt Nam_Du lịch một mình,CHIA,Việt Nam,Du lịch một mình,26_4
434,9647,12.033803,CHIA_Việt Nam_Du lịch một mình,CHIA,Việt Nam,Du lịch một mình,25_26
408,11333,8.544576,Mien_Việt Nam_Cặp đôi,Mien,Việt Nam,Cặp đôi,13_23
432,11333,8.436755,Mien_Việt Nam_Cặp đôi,Mien,Việt Nam,Cặp đôi,21_5
335,11333,8.355736,Mien_Việt Nam_Cặp đôi,Mien,Việt Nam,Cặp đôi,7_9
323,11333,8.355736,Mien_Việt Nam_Cặp đôi,Mien,Việt Nam,Cặp đôi,12_13
320,11333,8.298414,Mien_Việt Nam_Cặp đôi,Mien,Việt Nam,Cặp đôi,33_21
408,12088,14.751038,Star_Việt Nam_Cặp đôi,Star,Việt Nam,Cặp đôi,13_23
396,12088,14.281367,Star_Việt Nam_Cặp đôi,Star,Việt Nam,Cặp đôi,9_17
424,12088,13.671478,Star_Việt Nam_Cặp đôi,Star,Việt Nam,Cặp đôi,18_22
320,12088,13.223847,Star_Việt Nam_Cặp đôi,Star,Việt Nam,Cặp đôi,33_21
415,12088,13.050625,Star_Việt Nam_Cặp đôi,Star,Việt Nam,Cặp đôi,16_14
415,12271,12.317872,Thu_Úc_Cặp đôi,Thu,Úc,Cặp đôi,16_14
396,12271,12.289049,Thu_Úc_Cặp đôi,Thu,Úc,Cặp đôi,9_17
248,12271,12.238233,Thu_Úc_Cặp đôi,Thu,Úc,Cặp đôi,16_15
391,12271,12.0458765,Thu_Úc_Cặp đôi,Thu,Úc,Cặp đôi,4_7
436,12271,11.792912,Thu_Úc_Cặp đôi,Thu,Úc,Cặp đôi,26_4
436,13596,13.922842,汐里_Nhật Bản_Cặp đôi,汐里,Nhật Bản,Cặp đôi,26_4
434,13596,13.922842,汐里_Nhật Bản_Cặp đôi,汐里,Nhật Bản,Cặp đôi,25_26
431,13596,13.73846,汐里_Nhật Bản_Cặp đôi,汐里,Nhật Bản,Cặp đôi,20_21
430,13596,13.73846,汐里_Nhật Bản_Cặp đôi,汐里,Nhật Bản,Cặp đôi,19_23
403,13596,13.73846,汐里_Nhật Bản_Cặp đôi,汐里,Nhật Bản,Cặp đôi,11_6
425,1350,14.170308,Kiều_Việt Nam_Nhóm,Kiều,Việt Nam,Nhóm,18_26
438,1350,13.149306,Kiều_Việt Nam_Nhóm,Kiều,Việt Nam,Nhóm,28_27
382,1350,13.149306,Kiều_Việt Nam_Nhóm,Kiều,Việt Nam,Nhóm,26_22
365,1350,13.149306,Kiều_Việt Nam_Nhóm,Kiều,Việt Nam,Nhóm,10_30
388,1350,12.992374,Kiều_Việt Nam_Nhóm,Kiều,Việt Nam,Nhóm,41_30
396,3753,17.082565,세희_Hàn Quốc_Cặp đôi,세희,Hàn Quốc,Cặp đôi,9_17
436,3753,15.62173,세희_Hàn Quốc_Cặp đôi,세희,Hàn Quốc,Cặp đôi,26_4
434,3753,15.62173,세희_Hàn Quốc_Cặp đôi,세희,Hàn Quốc,Cặp đôi,25_26
438,3753,13.645683,세희_Hàn Quốc_Cặp đôi,세희,Hàn Quốc,Cặp đôi,28_27
382,3753,13.645683,세희_Hàn Quốc_Cặp đôi,세희,Hàn Quốc,Cặp đôi,26_22
424,4917,11.881214,seoyeon_Hàn Quốc_Nhóm,seoyeon,Hàn Quốc,Nhóm,18_22
396,4917,11.700529,seoyeon_Hàn Quốc_Nhóm,seoyeon,Hàn Quốc,Nhóm,9_17
427,4917,11.619763,seoyeon_Hàn Quốc_Nhóm,seoyeon,Hàn Quốc,Nhóm,18_30
436,4917,11.567951,seoyeon_Hàn Quốc_Nhóm,seoyeon,Hàn Quốc,Nhóm,26_4
434,4917,11.567951,seoyeon_Hàn Quốc_Nhóm,seoyeon,Hàn Quốc,Nhóm,25_26
408,5160,13.880761,DAISUKE_Nhật Bản_Du lịch một mình,DAISUKE,Nhật Bản,Du lịch một mình,13_23
396,5160,13.231529,DAISUKE_Nhật Bản_Du lịch một mình,DAISUKE,Nhật Bản,Du lịch một mình,9_17
436,5160,13.108094,DAISUKE_Nhật Bản_Du lịch một mình,DAISUKE,Nhật Bản,Du lịch một mình,26_4
434,5160,13.108094,DAISUKE_Nhật Bản_Du lịch một mình,DAISUKE,Nhật Bản,Du lịch một mình,25_26
409,5160,12.562785,DAISUKE_Nhật Bản_Du lịch một mình,DAISUKE,Nhật Bản,Du lịch một mình,13_24
408,5361,14.484272,Herve_Pháp_Du lịch một mình,Herve,Pháp,Du lịch một mình,13_23
396,5361,13.806814,Herve_Pháp_Du lịch một mình,Herve,Pháp,Du lịch một mình,9_17
436,5361,13.678012,Herve_Pháp_Du lịch một mình,Herve,Pháp,Du lịch một mình,26_4
434,5361,13.678012,Herve_Pháp_Du lịch một mình,Herve,Pháp,Du lịch một mình,25_26
409,5361,13.1089945,Herve_Pháp_Du lịch một mình,Herve,Pháp,Du lịch một mình,13_24
396,6695,16.773516,도리_Hàn Quốc_Cặp đôi,도리,Hàn Quốc,Cặp đôi,9_17
436,6695,16.332575,도리_Hàn Quốc_Cặp đôi,도리,Hàn Quốc,Cặp đôi,26_4
434,6695,16.332575,도리_Hàn Quốc_Cặp đôi,도리,Hàn Quốc,Cặp đôi,25_26
415,6695,13.392355,도리_Hàn Quốc_Cặp đôi,도리,Hàn Quốc,Cặp đôi,16_14
248,6695,13.326707,도리_Hàn Quốc_Cặp đôi,도리,Hàn Quốc,Cặp đôi,16_15
396,6831,11.274773,Achara_Thái Lan_Gia đình có em bé,Achara,Thái Lan,Gia đình có em bé,9_17
424,6831,10.574261,Achara_Thái Lan_Gia đình có em bé,Achara,Thái Lan,Gia đình có em bé,18_22
460,6831,10.5657,Achara_Thái Lan_Gia đình có em bé,Achara,Thái Lan,Gia đình có em bé,40_15
278,6831,9.782274,Achara_Thái Lan_Gia đình có em bé,Achara,Thái Lan,Gia đình có em bé,13_26
427,6831,9.624794,Achara_Thái Lan_Gia đình có em bé,Achara,Thái Lan,Gia đình có em bé,18_30
424,8665,14.7734165,Xing_Singapore_Cặp đôi,Xing,Singapore,Cặp đôi,18_22
396,8665,14.415108,Xing_Singapore_Cặp đôi,Xing,Singapore,Cặp đôi,9_17
427,8665,14.282214,Xing_Singapore_Cặp đôi,Xing,Singapore,Cặp đôi,18_30
384,8665,13.342681,Xing_Singapore_Cặp đôi,Xing,Singapore,Cặp đôi,33_28
386,8665,13.196166,Xing_Singapore_Cặp đôi,Xing,Singapore,Cặp đôi,34_29
465,9235,12.522095,만두_Hàn Quốc_Nhóm,만두,Hàn Quốc,Nhóm,5_21
438,9235,12.267959,만두_Hàn Quốc_Nhóm,만두,Hàn Quốc,Nhóm,28_27
382,9235,12.267959,만두_Hàn Quốc_Nhóm,만두,Hàn Quốc,Nhóm,26_22
365,9235,12.267959,만두_Hàn Quốc_Nhóm,만두,Hàn Quốc,Nhóm,10_30
451,9235,11.977656,만두_Hàn Quốc_Nhóm,만두,Hàn Quốc,Nhóm,36_12
436,10235,14.438345,HOON_Hàn Quốc_Gia đình có em bé,HOON,Hàn Quốc,Gia đình có em bé,26_4
434,10235,14.438345,HOON_Hàn Quốc_Gia đình có em bé,HOON,Hàn Quốc,Gia đình có em bé,25_26
396,10235,12.8423605,HOON_Hàn Quốc_Gia đình có em bé,HOON,Hàn Quốc,Gia đình có em bé,9_17
415,10235,12.452452,HOON_Hàn Quốc_Gia đình có em bé,HOON,Hàn Quốc,Gia đình có em bé,16_14
248,10235,12.364047,HOON_Hàn Quốc_Gia đình có em bé,HOON,Hàn Quốc,Gia đình có em bé,16_15
436,11572,9.650884,Nơi-Xứ_Việt Nam_Cặp đôi,Nơi-Xứ,Việt Nam,Cặp đôi,26_4
434,11572,9.650884,Nơi-Xứ_Việt Nam_Cặp đôi,Nơi-Xứ,Việt Nam,Cặp đôi,25_26
202,11572,9.4763565,Nơi-Xứ_Việt Nam_Cặp đôi,Nơi-Xứ,Việt Nam,Cặp đôi,17_22
201,11572,9.445871,Nơi-Xứ_Việt Nam_Cặp đôi,Nơi-Xứ,Việt Nam,Cặp đôi,17_11
238,11572,9.321649,Nơi-Xứ_Việt Nam_Cặp đôi,Nơi-Xứ,Việt Nam,Cặp đôi,3_15
415,11868,13.174136,SEULGI_Hàn Quốc_Gia đình có trẻ em,SEULGI,Hàn Quốc,Gia đình có trẻ em,16_14
248,11868,13.08254,SEULGI_Hàn Quốc_Gia đình có trẻ em,SEULGI,Hàn Quốc,Gia đình có trẻ em,16_15
335,11868,12.736018,SEULGI_Hàn Quốc_Gia đình có trẻ em,SEULGI,Hàn Quốc,Gia đình có trẻ em,7_9
323,11868,12.736018,SEULGI_Hàn Quốc_Gia đình có trẻ em,SEULGI,Hàn Quốc,Gia đình có trẻ em,12_13
421,11868,12.604458,SEULGI_Hàn Quốc_Gia đình có trẻ em,SEULGI,Hàn Quốc,Gia đình có trẻ em,17_29
396,2821,17.903913,Kibeom_Hàn Quốc_Cặp đôi,Kibeom,Hàn Quốc,Cặp đôi,9_17
436,2821,15.213682,Kibeom_Hàn Quốc_Cặp đôi,Kibeom,Hàn Quốc,Cặp đôi,26_4
434,2821,15.213682,Kibeom_Hàn Quốc_Cặp đôi,Kibeom,Hàn Quốc,Cặp đôi,25_26
438,2821,14.443626,Kibeom_Hàn Quốc_Cặp đôi,Kibeom,Hàn Quốc,Cặp đôi,28_27
382,2821,14.443626,Kibeom_Hàn Quốc_Cặp đôi,Kibeom,Hàn Quốc,Cặp đôi,26_22
384,3431,11.155249,YUHYEON_Hàn Quốc_Cặp đôi,YUHYEON,Hàn Quốc,Cặp đôi,33_28
386,3431,10.661699,YUHYEON_Hàn Quốc_Cặp đôi,YUHYEON,Hàn Quốc,Cặp đôi,34_29
385,3431,10.661699,YUHYEON_Hàn Quốc_Cặp đôi,YUHYEON,Hàn Quốc,Cặp đôi,34_18
424,3431,10.529854,YUHYEON_Hàn Quốc_Cặp đôi,YUHYEON,Hàn Quốc,Cặp đôi,18_22
425,3431,10.421624,YUHYEON_Hàn Quốc_Cặp đôi,YUHYEON,Hàn Quốc,Cặp đôi,18_26
425,3862,14.289915,Eunju_Hàn Quốc_Gia đình có em bé,Eunju,Hàn Quốc,Gia đình có em bé,18_26
